Locations Axis	Global	
Values axis	Global	
x(mm)	y(mm)	z(mm)	Value(N_m2)	
32.5092	12.6897	0	5.12758e+006	
35.0634	14.3845	0	4.87646e+006	
35	12.0833	0	4.99114e+006	
37.5261	14.6167	0	4.74006e+006	
37.4063	12.3541	0	4.81465e+006	
39.8313	14.4963	0	4.63008e+006	
39.8319	12.118	0	4.64914e+006	
42.6096	14.7388	0	4.51871e+006	
42.4673	12.4896	0	4.48254e+006	
45.0854	14.4864	0	4.42866e+006	
44.9062	11.9374	0	4.31968e+006	
47.4963	14.6754	0	4.39011e+006	
47.1994	12.0279	0	4.21961e+006	
49.7756	14.4151	0	4.34127e+006	
49.9144	11.9018	0	4.10764e+006	
52.1956	18.0894	0	4.62512e+006	
52.5	15	-7.63685e-007	4.36851e+006	
50.0265	17.0011	0	4.53002e+006	
50.4867	19.2651	0	4.63976e+006	
47.5551	19.5708	0	4.57067e+006	
47.2293	16.9384	0	4.50138e+006	
44.9492	19.9054	0	4.52112e+006	
44.6616	17.5684	0	4.51702e+006	
42.5	20	-7.63685e-007	4.50028e+006	
42	18	0	4.53625e+006	
40.3991	19.3299	0	4.51983e+006	
39.8644	17.0981	0	4.59209e+006	
37.5023	19.4873	0	4.54917e+006	
37.2816	16.8595	0	4.67237e+006	
34.9101	19.6436	0	4.5904e+006	
34.2335	17.3557	0	4.75396e+006	
32.5638	20.0999	0	4.61317e+006	
31.8512	17.8558	0	4.80671e+006	
37.4644	22.0279	0	4.40316e+006	
35	22.0833	0	4.41297e+006	
39.7666	24.2799	0	4.25369e+006	
40.0661	21.5608	0	4.42588e+006	
37.5723	24.5842	0	4.20744e+006	
42.486	24.7639	0	4.27395e+006	
42.7361	22.308	0	4.42197e+006	
44.9421	24.4364	0	4.36589e+006	
45	22.0833	0	4.47531e+006	
47.4987	24.7104	0	4.45437e+006	
47.4647	22.183	0	4.55688e+006	
49.6421	24.5053	0	4.57624e+006	
49.7971	21.9662	0	4.65029e+006	
52.6202	24.7639	0	4.76128e+006	
52.4687	22.4802	0	4.79695e+006	
55.0098	22.0711	0	4.94598e+006	
54.9681	19.8061	0	4.83336e+006	
52.6251	20.2021	0	4.76158e+006	
57.525	24.747	0	5.17962e+006	
57.2223	22.0279	0	5.12259e+006	
54.9219	24.5551	0	4.9413e+006	
59.825	24.4903	0	5.45298e+006	
60.0126	22.0346	0	5.34832e+006	
61.9696	28.0215	0	5.51974e+006	
62.3541	24.8962	0	5.85842e+006	
59.9446	27.3816	0	5.32532e+006	
60.4788	29.434	0	5.09705e+006	
57.5438	29.5473	0	4.76724e+006	
57.2994	27.0509	0	5.02959e+006	
55.0061	29.8541	0	4.4828e+006	
54.4609	27.5252	0	4.71868e+006	
52.621	30.3435	0	4.25076e+006	
52.1563	28.066	0	4.48188e+006	
50.419	29.4571	0	4.20881e+006	
49.9707	27.4095	0	4.40115e+006	
47.53	29.5911	0	4.0293e+006	
47.3184	26.8238	0	4.29624e+006	
44.9543	29.8793	0	3.86851e+006	
44.6398	27.5945	0	4.10751e+006	
42.5	30	-7.63685e-007	3.76652e+006	
42.0371	27.9629	0	3.97852e+006	
47.2217	32.0279	0	3.69904e+006	
44.869	32.0688	0	3.58393e+006	
49.6385	34.4899	0	3.43325e+006	
49.8704	31.6716	0	3.88377e+006	
47.4793	34.5969	0	3.31657e+006	
52.5	35	-7.63685e-007	3.48421e+006	
52.6065	32.736	0	3.88583e+006	
54.989	34.5279	0	3.69633e+006	
55	32.2917	0	4.10866e+006	
57.5558	34.7639	0	3.78295e+006	
57.3912	32.3541	0	4.27535e+006	
59.7826	34.5616	0	3.95848e+006	
59.8865	31.8473	0	4.57395e+006	
62.5	35	-7.63685e-007	3.99219e+006	
62.5919	32.5936	0	4.63714e+006	
65.1131	31.5536	0	5.10826e+006	
65.3977	29.1851	0	5.80775e+006	
62.5054	30.4673	0	5.15357e+006	
67.501	34.5444	0	4.18693e+006	
67.2514	31.9939	0	5.08913e+006	
65.1606	34.4559	0	4.23808e+006	
69.5395	34.4255	0	4.10307e+006	
69.6451	31.8503	0	5.09807e+006	
72.618	34.382	0	3.63265e+006	
71.5778	32.2348	0	4.62623e+006	
75.5179	34.3983	0	3.07625e+006	
74.1508	32.2765	0	3.96961e+006	
76.106	32.4372	0	3.47901e+006	
77.2639	30.0344	0	4.27347e+006	
74.6175	29.9292	0	4.71359e+006	
80.4517	30	0	4.50084e+006	
79.7995	27.7	0	5.91998e+006	
77.8807	26.8541	0	7.28972e+006	
81.8977	27.4638	0	5.51816e+006	
85.1431	30	0	4.0241e+006	
84.2875	27.5993	0	4.97009e+006	
82.3894	30.618	0	4.09604e+006	
86.8115	27.383	0	4.46815e+006	
90.6126	29.704	0	3.32194e+006	
89.2506	27.318	0	4.05317e+006	
88.3778	29.618	0	3.66419e+006	
92.2747	27.3571	0	3.55822e+006	
94.9021	29.9608	0	2.70072e+006	
94.2984	27.9927	0	3.12204e+006	
92.5	30	-7.63685e-007	2.99844e+006	
96.5792	27.5856	0	2.89538e+006	
100.749	29.9665	0	1.98871e+006	
99.3727	27.4017	0	2.51717e+006	
98.8938	30.0635	0	2.18771e+006	
102.099	27.4133	0	2.21157e+006	
105	30	-7.63685e-007	1.53054e+006	
104.35	27.9876	0	1.8544e+006	
102.419	30.6528	0	1.71436e+006	
106.991	27.3757	0	1.62051e+006	
110.72	29.9524	0	970997	
109.459	27.0903	0	1.40147e+006	
108.564	29.7235	0	1.19355e+006	
112.151	27.3457	0	1.10807e+006	
115.126	30.0208	0	599135	
114.318	27.9638	0	789103	
112.45	30.3924	0	786909	
116.638	27.5868	0	647018	
120.873	30	0	298013	
119.418	27.4094	0	366422	
118.958	30	0	344408	
122.575	27.6459	0	343712	
125.132	29.4068	0	337807	
125.042	27.4107	0	385980	
122.754	30.3843	0	336427	
127.521	27.7567	0	256723	
127.604	25.0512	0	203531	
130.072	23.6075	0	141239	
130.216	21.6285	0	116273	
127.245	22.5343	0	209755	
128.014	19.863	0	113819	
130.464	19.4578	0	85425.6	
129.795	17.15	0	61041.7	
127.5	17.5	-7.63685e-007	67750.7	
127.646	14.8921	0	41838	
129.972	14.0011	0	35962.9	
130.052	11.6353	0	24225.3	
127.736	12.3589	0	26849.4	
127.5	10	-7.63685e-007	18093.7	
129.998	8.90787	0	15881.2	
130.324	6.77562	0	11224.3	
127.189	7.63482	0	11363.1	
127.5	5	-7.63685e-007	6844.38	
129.684	4.65495	0	7724.79	
129.975	1.49074	0	4360.97	
127.646	2.37945	0	3894.24	
127.565	0.1459	0	1854.69	
129.944	-1.01999	0	2394.46	
129.976	-2.56683	0	1481.08	
127.736	-2.75638	0	492.944	
131.894	-2.79258	0	2156.07	
135.363	-0.255862	0	5161.22	
134.318	-2.55497	0	3147.57	
132.746	-0.0251237	0	4591.71	
136.768	-2.50812	0	3545.38	
140.055	-0.145902	0	4641.02	
139.76	-2.6775	0	3211.85	
137.99	-0.0577968	0	5167.91	
142.646	-2.41687	0	2850.11	
145.8	-0.136114	0	2312.72	
145.115	-2.26393	0	2131.69	
142.853	-0.145696	0	3595.08	
147.623	-2.51488	0	981.74	
147.667	-0.113379	0	1512.83	
147.077	2.17268	0	2714.53	
147.5	5	-7.63685e-007	4931.51	
147.308	7.80239	0	7726.51	
148.071	9.57143	0	10698.5	
147.493	12.1845	0	13791.6	
147.5	15.7611	0	20059.8	
147.303	17.8919	0	24104	
148.052	19.6369	0	24863.9	
147.558	22.5216	0	32177.7	
147.72	25.8685	0	37520.2	
147.266	27.837	0	45273.9	
148.071	29.5714	0	37850	
147.519	32.2954	0	48028.5	
147.336	35.769	0	51894.5	
147.186	38.0667	0	52842.2	
148.104	39.8338	0	38532.7	
147.628	42.2896	0	40248.9	
147.514	45.5437	0	30935.5	
147.432	47.8163	0	22677.2	
148.188	49.5	0	11431.4	
147.705	52.4378	0	4078.22	
144.766	52.3609	0	14046.4	
142.36	52.3541	0	29965.9	
140.063	51.627	0	52395.5	
137.558	52.6061	0	73898.4	
134.854	52.5382	0	105884	
132.247	52.7514	0	140909	
129.949	51.6921	0	176999	
127.347	52.6531	0	223923	
125	52.5	-7.63685e-007	269185	
122.468	52.7361	0	325197	
119.94	51.5873	0	367507	
117.796	52.8516	0	445977	
114.854	52.5451	0	515825	
112.247	52.7368	0	598680	
109.949	51.6986	0	608391	
107.779	52.1066	0	690960	
105.13	52.118	0	764563	
102.229	52.5935	0	901329	
99.8703	51.2504	0	805728	
97.7864	52.7488	0	1.06882e+006	
95.1071	52.3721	0	1.08543e+006	
92.4543	52.7361	0	1.22953e+006	
89.9702	51.6906	0	1.07298e+006	
87.6415	52.2064	0	1.22224e+006	
85.2361	52.4727	0	1.31728e+006	
82.461	52.6459	0	1.38605e+006	
79.9405	51.6683	0	1.15335e+006	
77.6362	52.8859	0	1.40144e+006	
75	52.5	-7.63685e-007	1.2773e+006	
72.3337	52.7718	0	1.24166e+006	
69.7372	51.8566	0	1.07328e+006	
67.5639	52.4508	0	1.01682e+006	
64.7639	52.3795	0	928556	
62.2595	52.7557	0	786319	
60.033	51.2636	0	833415	
57.5134	52.3732	0	644577	
54.5894	52.2973	0	528159	
52.1429	52.8571	0	357919	
57.6152	49.8298	0	845552	
54.382	49.439	0	610485	
60.4901	49.3792	0	1.03742e+006	
59.885	47.0782	0	1.28732e+006	
57.6943	47.2355	0	1.14254e+006	
60.111	44.2834	0	1.76619e+006	
57.5704	45.0258	0	1.52026e+006	
60.0522	41.912	0	2.24884e+006	
57.6801	42.7587	0	1.99646e+006	
57.5784	39.6479	0	2.69203e+006	
55.0035	42.0174	0	2.12104e+006	
55.0122	39.8503	0	2.58176e+006	
54.7878	37.6624	0	3.05077e+006	
52.5	40	-7.63685e-007	2.51454e+006	
52.2361	37.9566	0	2.90764e+006	
60.2748	39.4193	0	2.81544e+006	
60.4883	36.7123	0	3.46882e+006	
57.3683	36.8939	0	3.30609e+006	
62.3242	40.2361	0	2.67936e+006	
61.9341	37.859	0	3.23435e+006	
65	39.7656	0	2.80196e+006	
64.6684	37.5177	0	3.37067e+006	
67.5359	39.5301	0	2.80988e+006	
67.031	36.4456	0	3.62237e+006	
70.4019	39.4185	0	2.63142e+006	
70.0534	36.8434	0	3.30186e+006	
72.5	40	-7.63685e-007	2.286e+006	
72.2259	38.0557	0	2.73888e+006	
75	39.7656	0	2.02682e+006	
74.5514	37.6427	0	2.48807e+006	
77.5793	39.5589	0	1.75943e+006	
77.5693	36.5982	0	2.33672e+006	
80.0255	37.0965	0	2.08166e+006	
79.8191	34.2924	0	2.80595e+006	
77.7843	34.4302	0	2.81033e+006	
82.5	35	-7.63685e-007	2.57763e+006	
81.489	32.4189	0	3.41368e+006	
78.7499	31.9572	0	3.56271e+006	
85.4987	34.7986	0	2.55824e+006	
84.5139	32.5	0	3.27786e+006	
87.8611	34.4058	0	2.51804e+006	
86.8925	32.4547	0	3.0971e+006	
89.8158	34.69	0	2.30719e+006	
89.2607	32.1902	0	2.92772e+006	
92.5	35	-7.63685e-007	2.02839e+006	
91.2158	32.2415	0	2.6991e+006	
95.3475	34.8605	0	1.81493e+006	
94.0492	32.5963	0	2.32838e+006	
97.8425	34.1838	0	1.69759e+006	
96.4976	32.0329	0	2.16398e+006	
99.8219	34.5947	0	1.47025e+006	
99.1033	31.9458	0	1.89606e+006	
102.736	34.8272	0	1.20543e+006	
101.587	32.424	0	1.58079e+006	
105.603	34.7718	0	1.00168e+006	
104.125	32.4744	0	1.34053e+006	
107.859	34.3315	0	879164	
106.316	32.4675	0	1.147e+006	
109.585	34.5764	0	758327	
109.305	31.9721	0	942848	
112.5	35	-7.63685e-007	588237	
111.507	32.4218	0	749182	
115.593	34.7496	0	479228	
114.07	32.5084	0	585746	
117.817	34.6104	0	422422	
116.528	32.2285	0	469154	
119.822	34.7094	0	389408	
119.139	32.1182	0	381086	
122.474	35.1459	0	351436	
121.675	32.5419	0	360760	
125.469	35.0586	0	299391	
124.254	32.109	0	331093	
127.893	34.4496	0	248561	
126.667	32.5	0	283335	
129.637	32.03	0	206833	
129.872	28.8819	0	174676	
127.867	30.2341	0	244004	
131.761	30.0089	0	159767	
132.264	27.5773	0	138382	
130.011	26.3643	0	148470	
134.845	26.9439	0	116839	
135.222	24.3585	0	99504.9	
132.529	24.6347	0	121131	
134.979	21.645	0	82066	
132.507	22.118	0	103750	
134.727	19.3496	0	65813.2	
132.612	19.8354	0	80425.1	
134.799	17.0178	0	48661.7	
132.407	17.5166	0	59095	
135.124	14.6458	0	33484.8	
132.422	15.029	0	40096.1	
135	12.5	-7.63685e-007	24229.4	
132.415	12.6156	0	27499.3	
134.96	9.8175	0	16608.8	
132.388	10.0358	0	18596.7	
134.595	7.53994	0	12348.8	
132.025	7.81586	0	13288.5	
134.726	4.41272	0	8559.85	
132.471	4.89914	0	8936.88	
134.464	1.97671	0	6485.8	
132.329	2.52567	0	6395	
137.582	4.36507	0	7658.86	
136.495	2.21274	0	6594.23	
139.379	4.50465	0	6747.26	
138.959	2.26668	0	5932.93	
142.263	4.95766	0	5288.87	
141.402	2.4066	0	4873.29	
144.922	4.96199	0	4358.07	
144.05	2.79902	0	3642.45	
144.94	7.6459	0	6951.94	
142.5	7.5	-7.63685e-007	7372.64	
142.737	10.1124	0	11310.3	
140.697	9.30649	0	11147.4	
140.019	7.25612	0	8476.52	
137.735	9.72816	0	14141.5	
137.486	7.26393	0	10425.7	
140	12.5	-7.63685e-007	19130.9	
137.736	12.4621	0	21543.4	
139.655	14.4461	0	26383.1	
137.489	14.7755	0	30647.7	
140.708	16.4115	0	33173.3	
137.521	16.9963	0	42021.1	
140.569	19.0955	0	46626.4	
137.692	19.3122	0	55489.8	
139.916	21.873	0	63353.4	
137.499	21.882	0	73293.6	
139.688	24.4714	0	78042.6	
137.523	24.5928	0	89377.8	
140.666	26.5443	0	83473	
137.536	26.6177	0	99538.5	
140.621	28.8938	0	92721.6	
137.676	29.3697	0	109899	
137.468	31.9721	0	119759	
135.005	31.7832	0	135932	
134.6	29.4581	0	129393	
135.064	34.3002	0	142726	
132.525	34.7639	0	170361	
132.514	32.6638	0	164373	
132.031	38.0397	0	178482	
130.01	37.1012	0	206571	
130.036	34.2979	0	205006	
130.465	39.411	0	196097	
127.652	39.6326	0	238559	
127.571	36.5985	0	250337	
124.864	39.5805	0	283047	
124.527	37.6633	0	301981	
122.571	40.0978	0	315153	
122.083	38.3229	0	338106	
120.295	39.3928	0	355481	
119.996	37.1832	0	376913	
117.661	39.5539	0	389047	
117.619	36.5934	0	416039	
114.949	39.7334	0	421360	
114.439	37.6239	0	465110	
112.551	40.1459	0	446462	
112.086	37.8426	0	516588	
110.424	39.3418	0	509940	
110.119	37.0448	0	609551	
107.516	39.2627	0	592509	
107.622	36.5108	0	750630	
104.941	39.6564	0	654309	
104.488	37.581	0	833420	
102.16	40.382	0	689916	
102.089	37.8739	0	934313	
100.253	39.2875	0	877737	
100.051	36.9578	0	1.15898e+006	
97.592	39.3818	0	991456	
97.1708	36.4841	0	1.42167e+006	
94.957	39.7249	0	1.06535e+006	
94.3493	37.5758	0	1.43903e+006	
92.4854	40.2361	0	1.07924e+006	
92.0767	37.6697	0	1.55581e+006	
90.4093	39.36	0	1.31434e+006	
90.2033	36.8563	0	1.8229e+006	
87.7076	39.5759	0	1.35608e+006	
87.458	36.5434	0	2.03334e+006	
84.9337	39.9016	0	1.35469e+006	
84.5586	37.6828	0	1.8508e+006	
82.5272	40.2361	0	1.3356e+006	
82.25	37.75	0	1.88422e+006	
82.7361	42.5407	0	883568	
79.618	42.3383	0	1.10906e+006	
80.509	39.2935	0	1.60748e+006	
79.9828	44.8194	0	720960	
77.4357	45.187	0	937456	
77.3541	42.5872	0	1.28809e+006	
75.146	44.1624	0	1.30266e+006	
74.8954	41.8126	0	1.68119e+006	
72.5813	44.8845	0	1.45837e+006	
72.4789	42.161	0	1.88852e+006	
70.0528	44.4534	0	1.70999e+006	
69.9709	42.0393	0	2.13467e+006	
67.5081	45.0104	0	1.73519e+006	
67.2477	42.2599	0	2.2295e+006	
65	44.0278	0	1.92826e+006	
64.8541	41.7	0	2.38059e+006	
62.4692	44.8345	0	1.74977e+006	
62.4821	42.3626	0	2.2162e+006	
65.2491	46.8296	0	1.48435e+006	
62.5009	47.2639	0	1.38133e+006	
65.361	49.6466	0	1.13768e+006	
62.6066	50.6256	0	982219	
67.6775	49.9442	0	1.12099e+006	
67.4905	47.118	0	1.42799e+006	
69.9371	49.2306	0	1.13827e+006	
69.9404	46.8845	0	1.37188e+006	
72.5	50.4167	0	1.04242e+006	
72.5	47.5	-7.63685e-007	1.16406e+006	
75.193	49.5582	0	945066	
75.1459	46.6692	0	1.02408e+006	
77.6851	49.5081	0	841925	
77.498	47.2639	0	781669	
80.0062	49.1809	0	717123	
79.955	46.8699	0	572142	
82.7361	50.4969	0	885404	
82.5048	47.428	0	392633	
85.2066	46.6872	0	189377	
85.156	44.2591	0	477543	
82.5598	45.2626	0	453085	
87.4234	44.6968	0	355796	
87.5	42.5	-7.63685e-007	771891	
85	42.0833	0	898542	
90.1193	44.382	0	404795	
89.618	42.2191	0	792987	
92.5116	45.1204	0	319972	
92.7361	42.6062	0	677019	
95.1533	44.263	0	426117	
95	42.0139	0	719143	
97.401	45.2008	0	364180	
97.3855	42.8286	0	567556	
100.001	44.2715	0	418356	
99.9511	42.2639	0	576554	
102.5	45.3355	0	391495	
102.544	42.8498	0	488411	
105.145	44.2325	0	410781	
105.236	41.9488	0	499519	
107.513	45.0653	0	402008	
107.704	42.6887	0	439780	
109.999	44.1539	0	400370	
109.978	41.8195	0	440987	
112.505	44.9402	0	390055	
112.473	42.2041	0	410442	
115.001	44.0992	0	374826	
114.854	41.9222	0	392711	
117.419	44.7231	0	353686	
117.574	42.5089	0	362069	
120	44.5833	0	325185	
119.971	42.118	0	338458	
122.646	45.0281	0	288976	
122.646	42.7654	0	298054	
124.78	44.3425	0	260134	
125	42.0464	0	267859	
127.516	45.1527	0	219428	
127.422	42.4869	0	229420	
130.011	44.2727	0	187960	
129.64	42.0663	0	200295	
132.494	44.572	0	157236	
132.51	42.248	0	164059	
134.847	41.949	0	140709	
135.061	39.8148	0	143459	
132.605	40.2168	0	167300	
137.726	39.6059	0	122191	
137.295	36.6339	0	127796	
134.47	37.6711	0	151983	
140.051	37.2639	0	109001	
139.645	34.4585	0	110900	
137.422	34.5233	0	125491	
142.863	34.6237	0	90788.4	
142.522	32.0851	0	89986.8	
139.626	31.7822	0	106174	
144.759	32.6927	0	75947.8	
145.596	30.3853	0	65008.1	
142.647	29.9752	0	84907	
144.891	27.7361	0	64315.5	
142.48	27.2406	0	76880.3	
145.007	25.0765	0	56021	
142.516	24.4526	0	65685.5	
145.046	22.6818	0	47545	
142.764	22.2023	0	54692.5	
145.503	20.3589	0	36802.7	
142.733	20.1221	0	45663.1	
145	17.5	-7.63685e-007	29020.4	
142.393	17.3541	0	33979.9	
145.146	15.0533	0	21441.4	
142.51	14.5365	0	23108	
144.906	12.6406	0	15696.8	
142.559	12.493	0	16804.7	
145.146	35.1043	0	74609.1	
144.982	37.6459	0	74412.4	
142.5	37.5	-7.63685e-007	92849.9	
145.415	40.3798	0	66316.3	
142.701	40.1922	0	86757.4	
142.961	42.2381	0	78454.8	
140.018	41.868	0	99564	
140.589	39.2974	0	102808	
140	44.1667	0	90033.9	
137.433	44.9401	0	106886	
137.376	42.4336	0	117225	
137.504	47.118	0	96672.7	
135.001	46.6308	0	122836	
135	44.1667	0	131867	
135.343	49.6488	0	108890	
132.654	50.4285	0	139516	
132.5	47.5	-7.63685e-007	148637	
130.011	49.0126	0	177444	
130.039	46.8266	0	181030	
127.623	49.5824	0	213315	
127.5	47.5	-7.63685e-007	215594	
125.352	49.6034	0	250251	
125.063	46.6737	0	251143	
122.512	50.1207	0	301541	
122.509	47.2639	0	290270	
120.016	49.0841	0	336244	
119.92	46.8079	0	325359	
117.783	50.0196	0	387741	
117.466	47.3557	0	360822	
115.348	49.7454	0	425466	
115.006	46.7324	0	381408	
112.667	50.3225	0	488312	
112.5	47.5	-7.63685e-007	415025	
109.885	48.7847	0	471158	
110	46.5	0	409815	
107.598	49.4329	0	526902	
107.505	47.118	0	431143	
105.73	49.5246	0	553580	
105.146	46.541	0	412703	
102.742	50.4305	0	664782	
102.507	47.2639	0	432525	
100.074	49.0208	0	553852	
99.7652	46.4935	0	379866	
97.6146	50.0525	0	688884	
97.4348	47.118	0	382514	
95.2926	49.6839	0	655397	
95.0314	46.6326	0	317058	
92.6459	50.3766	0	783712	
92.4973	47.0279	0	287616	
90.0249	49.1791	0	575204	
89.9811	46.6666	0	191476	
87.5833	50.0693	0	757346	
87.4982	47.2639	0	214032	
139.877	49.1084	0	65817.3	
140.026	46.5	0	78175.4	
137.635	49.5795	0	84337.2	
142.794	50.1439	0	37575.7	
142.295	46.9732	0	59025.7	
145.172	47.3938	0	38542.4	
145.054	45.0774	0	51961.2	
142.905	44.1646	0	70160.6	
146.066	49.8497	0	19972.8	
145	42.5	-7.63685e-007	63384.3	
85.3644	49.667	0	686798	
145.595	10.3326	0	10740.7	
67.9824	29.56	0	6.08692e+006	
49.9318	37.2845	0	2.95636e+006	
64.3385	27.4295	0	6.02778e+006	
57.555	19.3975	0	4.90952e+006	
39.9825	27.2731	0	3.99662e+006	
54.4395	17.3714	0	4.60672e+006	
30.4418	16.801	0	4.94631e+006	
54.348	7.43685	0	3.27948e+006	
54.8294	4.06724	0	2.66237e+006	
52.6388	4.99522	0	3.17327e+006	
57.4098	4.55355	0	2.25943e+006	
57.3699	2.14698	0	1.73472e+006	
55.0745	1.72866	0	2.07698e+006	
59.5854	4.09267	0	1.77575e+006	
59.2411	1.59968	0	1.29689e+006	
62.7984	4.61803	0	1.36283e+006	
61.5688	2.09692	0	1.06418e+006	
65.0075	4.38935	0	1.0117e+006	
64.3098	2.35297	0	753659	
67.882	4.98307	0	754311	
66.4845	2.44339	0	524990	
70	5	-7.63685e-007	511571	
69.4535	2.48679	0	276858	
70.12	7.43505	0	841973	
68.0942	7.09608	0	1.08857e+006	
67.7576	9.44407	0	1.63899e+006	
65.5152	9.46147	0	2.02137e+006	
64.625	7.16071	0	1.61915e+006	
62.6811	10.3883	0	2.7086e+006	
62.242	7.68545	0	2.11488e+006	
60.52	9.29655	0	2.75686e+006	
59.9167	6.87498	0	2.31162e+006	
57.6702	9.52552	0	3.20619e+006	
57.4424	6.97213	0	2.74933e+006	
62.6439	12.6515	0	3.3053e+006	
59.9333	12.1458	0	3.4847e+006	
65.3514	13.901	0	3.30517e+006	
65.1738	11.753	0	2.68323e+006	
62.5	15	-7.63685e-007	3.96397e+006	
67.5963	14.5793	0	3.12268e+006	
67.6276	11.5634	0	2.19618e+006	
69.9767	14.8541	0	2.60229e+006	
70	12.5	-7.63685e-007	1.90408e+006	
69.9624	17.2276	0	3.54041e+006	
68.0666	16.7099	0	3.83459e+006	
70.1678	19.9752	0	5.01198e+006	
67.6751	19.6691	0	5.2684e+006	
64.6225	17.0154	0	4.41084e+006	
70.2783	10.0432	0	1.27142e+006	
69.8383	22.804	0	7.39567e+006	
19.917	7.65744	0	6.52216e+006	
47.3139	45.186	0	1.42984e+006	
52.2227	2.17266	50	899430	
52.9146	-0.0489929	50	305964	
49.4794	2.25425	50	1.28209e+006	
49.7846	5.14884	50	1.39256e+006	
47.08	5.58667	50	1.36212e+006	
47.6373	3.18743	50	1.17948e+006	
44.5255	2.80284	50	846457	
45.075	5.05573	50	1.19999e+006	
42.6459	5.09744	50	1.07468e+006	
42.5	2.51157	50	698001	
40.382	2.29915	50	599708	
39.9951	4.61803	50	880573	
36.8193	5.38942	50	853817	
37.1733	2.5067	50	537334	
34.9877	2.53234	50	501808	
34.6274	4.74941	50	712937	
32.4893	5.03429	50	696000	
32.9961	3.00304	50	494108	
30.062	2.4065	50	401804	
30.1384	4.8541	50	623030	
26.9787	5.38942	50	639816	
27.4687	2.72425	50	359733	
24.9877	2.53234	50	308571	
24.6939	4.69388	50	518501	
22.5128	5.01275	50	546998	
23.003	2.98196	50	293364	
20.0279	2.02567	50	204366	
20.2706	4.61803	50	472680	
16.8722	5.49688	50	615106	
17.4324	2.79675	50	175746	
14.9676	2.55879	50	107384	
14.7486	4.69468	50	484767	
12.4644	4.8541	50	539583	
13.003	2.99324	50	188265	
10.0099	2.31165	50	143983	
10	5	50	607391	
7.09433	5.47164	50	763237	
7.01473	2.93067	50	406578	
4.37408	2.81195	50	531719	
5.0138	4.76393	50	697427	
2.30892	4.40049	50	741707	
2.63693	1.76799	50	637218	
2.77179	6.82741	50	1.11597e+006	
4.94934	10.8302	50	1.71347e+006	
5.0763	8.02483	50	1.22627e+006	
2.53117	9.8541	50	1.68487e+006	
3.04046	12.8979	50	2.14463e+006	
5.17209	15.1509	50	2.36497e+006	
5	12.5	50	1.95346e+006	
2.64471	15.0591	50	2.58012e+006	
3.00061	16.7385	50	3.02147e+006	
4.88677	20.867	50	3.32342e+006	
4.9989	18.3018	50	2.89074e+006	
2.73607	19.9386	50	3.51256e+006	
2.88885	22.9865	50	3.80887e+006	
5.06132	24.9924	50	3.80455e+006	
5	22.5	50	3.46248e+006	
2.62481	25.0591	50	4.23801e+006	
2.91876	27.0347	50	4.84244e+006	
4.67068	30.785	50	4.85749e+006	
5.06786	28.3134	50	4.38123e+006	
2.3541	30.0567	50	5.32102e+006	
3.1277	33.0108	50	5.32437e+006	
5.06822	35.0827	50	5.33252e+006	
5.05015	32.4527	50	4.92624e+006	
2.73519	35.0213	50	5.82858e+006	
3.05412	36.6838	50	6.47509e+006	
5.06791	41	50	6.68507e+006	
5	38.3333	50	6.04539e+006	
2.88197	39.8865	50	6.89477e+006	
3.07002	43.3548	50	7.30104e+006	
5.01112	44.7512	50	7.61832e+006	
5.26913	42.7271	50	6.91247e+006	
3.0332	45.3291	50	8.12392e+006	
2.38609	47.2291	50	9.13413e+006	
4.75128	47.7507	50	8.35423e+006	
6.70422	47.3614	50	7.90741e+006	
9.77165	47.5578	50	7.46981e+006	
12.6714	47.6459	50	7.23462e+006	
15.0311	47.3541	50	7.04664e+006	
17.4015	47.3541	50	6.90845e+006	
19.802	47.4276	50	6.78443e+006	
22.5	47.5	50	6.64934e+006	
24.9948	47.5078	50	6.5212e+006	
27.5	47.5	50	6.40228e+006	
29.8541	47.5023	50	6.30067e+006	
32.6658	47.6459	50	6.21477e+006	
35	47.5	50	6.12547e+006	
37.3536	47.2639	50	6.05475e+006	
39.7239	47.3786	50	6.07753e+006	
42.6094	47.6459	50	6.19455e+006	
45.1452	47.3541	50	6.27425e+006	
47.8571	47.1429	50	5.67226e+006	
50	47.5	50	5.21061e+006	
52.7361	50.2361	50	6.27236e+006	
53.1634	48.2927	50	6.31759e+006	
55.2361	47.6825	50	5.63254e+006	
54.9701	45.1191	50	4.99504e+006	
51.7639	45.3724	50	4.7129e+006	
52.3979	42.4128	50	3.92576e+006	
49.6944	44.5708	50	4.26106e+006	
50.1675	42.3952	50	3.8275e+006	
50.0142	40.3027	50	3.40906e+006	
47.9625	43.0132	50	4.09543e+006	
47.4014	40.2173	50	3.56123e+006	
47.247	37.5651	50	3.06163e+006	
45.1459	40.1094	50	3.79053e+006	
44.8203	37.5981	50	3.30637e+006	
44.4973	35.0048	50	2.85593e+006	
42.6563	38.118	50	3.64066e+006	
42.2482	34.9934	50	3.08986e+006	
42.0855	32.4088	50	2.68338e+006	
40.3826	35.4721	50	3.36921e+006	
40	32.5	50	2.91437e+006	
40	30	50	2.56166e+006	
37.8707	32.8508	50	3.18398e+006	
37.3368	30.4534	50	2.8861e+006	
37.2756	27.5747	50	2.5304e+006	
35.1459	30.1094	50	3.04747e+006	
34.9676	27.4836	50	2.72707e+006	
